timestamp,latitude,longitude
1681712779.789834,45.4236687203692,11.948029407611736
1681712786.2365952,45.423770658820494,11.947956533851054
1681712787.449024,45.42378949376119,11.947928936785742
1681712793.914675,45.42410558535535,11.947885687709594
1681712800.359478,45.42397402537135,11.94802319820192
1681712801.5642118,45.42391187703193,11.948061438122048
1681712807.989832,45.423880654578205,11.948088045985779
1681712808.0123487,45.42431885683003,11.948507210631307
1681712809.0123525,45.424331883727326,11.94853944491474
1681712810.0123568,45.42433472412001,11.948573811843774
1681712811.0123587,45.42435353074552,11.948571939105317
1681712812.0123622,45.424360689750884,11.948583099496865
1681712813.0123675,45.424372670060585,11.948579763714969
1681712814.012371,45.4243910539996,11.948571633870005
1681712815.0123758,45.42440189808414,11.948565420657387
1681712816.0123801,45.42443516669325,11.948527380340696
1681712817.012385,45.424462016255646,11.948521291768179
1681712818.0123892,45.42448183466484,11.948527383987896
1681712819.012393,45.42450061696736,11.948540511117837
1681712820.0123982,45.42450943881276,11.948553246512104
1681712821.012402,45.424525752344984,11.948567682839483
1681712822.0124063,45.424541094813,11.948581374226785
1681712823.0124106,45.42456886734755,11.948603090058944
1681712824.0124154,45.42458718554844,11.948628857273375
1681712825.0124197,45.42460727027063,11.94864785608664
1681712826.0124245,45.42462793544091,11.948669361821535
1681712827.0124283,45.42464033780584,11.948692324689588
1681712828.0124326,45.4246525103655,11.948709319820786
1681712829.0124378,45.42466517798372,11.9487244065119
1681712830.0124419,45.424679279223234,11.948744415138133
1681712831.012446,45.42469637349904,11.948764571108816
1681712832.012451,45.424705001644284,11.948778746713916
1681712833.0124545,45.424705978575645,11.948788146841189
1681712834.012459,45.42470843155475,11.948795670482669
1681712835.012464,45.42471229646524,11.948801067690779
1681712836.0124679,45.42472010188661,11.94881417488939
1681712837.0124726,45.424728009641974,11.948819322426314
1681712838.0124767,45.42473398454239,11.948820419588158
1681712839.0124812,45.42474093345013,11.948815712441851
1681712840.0124853,45.42474774453167,11.948797707207378
1681712841.0124893,45.42474889554044,11.948794717409212
1681712842.012494,45.42475206490989,11.948793725243451
1681712843.0124981,45.4247540613727,11.948793551039934
1681712844.0125027,45.42475921725618,11.948793718403177
1681712845.0125077,45.42476054919815,11.948795050570471
1681712846.0125122,45.42476195846117,11.94879171677194
1681712847.012516,45.42476186222326,11.948790752079491
1681712848.0125208,45.4247615201329,11.94879003945948
1681712849.012525,45.42476093129027,11.94878896462045
1681712850.012529,45.42475757741913,11.948786057399293
1681712851.0125337,45.42475341756979,11.948778492998235
1681712852.012538,45.42475004607235,11.948769514941926
1681712853.0125422,45.42473749063846,11.94875598300871
1681712854.0125465,45.424728991098185,11.94874191956383
1681712855.0125513,45.42472220763259,11.94872907325228
1681712856.0125556,45.424716489248326,11.948716271545086
1681712857.0125597,45.424714611816064,11.948711396047266
1681712858.012564,45.42470902378379,11.948703557601059
1681712859.012569,45.4246973416689,11.948697540378907
1681712860.0125728,45.42468636074231,11.948705313746768
1681712861.0125775,45.424674656776325,11.948700960000204
1681712862.0125818,45.42467130783132,11.948703201110346
1681712863.012586,45.42466619801032,11.948707590390383
1681712864.0125904,45.42466291619166,11.94870999522047
1681712865.0125947,45.42465840821929,11.948707268097756
1681712866.012599,45.424648090709134,11.948698923761569
1681712867.0126042,45.424639292262704,11.948688302117793
1681712868.012608,45.424635160023676,11.948655626083804
1681712869.0126126,45.42463427227072,11.948637799144372
1681712870.0126162,45.42463397195705,11.94862165312894
1681712871.012621,45.42462681853044,11.948596235766978
1681712872.0126252,45.4246245449684,11.948574456326034
1681712873.0126302,45.42462233917174,11.948549503000567
1681712874.0126343,45.42461799738732,11.948534468235882
1681712875.0126383,45.42461510457601,11.948534900491355
1681712876.0126433,45.42461131150888,11.948517205730363
1681712877.0126476,45.42460224540222,11.948507077232913
1681712878.0126517,45.42459090824398,11.948492194072394
1681712879.0126562,45.42458098351161,11.94848537164034
1681712880.0126603,45.424557290224534,11.948469244674637
1681712881.0126653,45.42452886934096,11.948456133697773
1681712882.0126696,45.42450269060787,11.948453393271421
1681712883.012674,45.42448107539921,11.948451348890169
1681712884.0126777,45.42446078397933,11.948444734084246
1681712885.0126824,45.42444235492219,11.94843801293947
1681712886.012687,45.42442937790298,11.948433562850516
1681712887.012691,45.42441588225566,11.948438979579644
1681712888.0126953,45.42440588105684,11.948440486685447
1681712889.0127003,45.42440428806836,11.948439193978151
1681712890.0127048,45.42439529477459,11.948419309953218
1681712891.0127087,45.42438332641739,11.948409697389424
1681712892.0127125,45.42436464627838,11.94839605857091
1681712893.0127172,45.424350224896784,11.948385850859673
1681712894.0127223,45.424338350928004,11.948389104973717
1681712895.0127263,45.42432457422452,11.948393544026775
1681712896.0127308,45.42431186012423,11.948400764136785
1681712897.012735,45.42429571426305,11.948401706080586
1681712898.0127394,45.424274990832025,11.948398773047582
1681712899.012744,45.42426417326687,11.948397162171043
1681712900.0127482,45.424254489270886,11.948397612888204
1681712901.012753,45.42424543825435,11.948390302416502
1681712902.0127568,45.424234771796385,11.948380982964833
1681712903.0127616,45.42422695875451,11.948374952909889
1681712904.012766,45.42421690247297,11.948367689539692
1681712905.0127697,45.424210933916335,11.948368928899352
1681712906.0127745,45.42420397591728,11.948365698887427
1681712907.0127785,45.42419397749313,11.948360456819245
1681712908.0127828,45.42418218829639,11.948350906732763
1681712909.0127873,45.424173915932876,11.94834033207879
1681712910.0127916,45.42416660097238,11.94833211727118
1681712911.0127966,45.424161068362075,11.94832500474601
1681712912.012801,45.42416079521518,11.948321717021368
1681712913.012805,45.42416038313599,11.948318505246961
1681712914.01281,45.42415786621619,11.948315108235573
1681712915.0128136,45.42415534929639,11.948311711224335
1681712916.012818,45.42414518725174,11.948288491139166
1681712917.0128224,45.424138455149325,11.948274856941344
1681712918.0128264,45.42413395905385,11.948265427432318
1681712919.0128312,45.424127601997355,11.94824852846354
1681712920.012836,45.424128593331076,11.948236776464439
1681712921.0128398,45.4241253810014,11.94822096429272
1681712922.0128446,45.424122215642015,11.948208599726147
1681712923.0128489,45.4241410779134,11.948231086255824
1681712924.0128531,45.424111323781894,11.948181794800723
1681712925.012858,45.424093343169034,11.948159838462635
1681712926.0128622,45.42407368938949,11.948129218313367
1681712927.0128667,45.42405393406715,11.948097506325077
1681712928.0128713,45.424031976338135,11.948068388974082
1681712929.0128756,45.4240260886491,11.94805809347077
1681712930.0128798,45.42402023411934,11.948038797697667
1681712931.0128841,45.42401200101599,11.94801384139073
1681712932.012888,45.424005816782504,11.94801694504533
1681712933.0128927,45.42399130465498,11.947999898808169
1681712934.0128965,45.42397301208319,11.947983085189739
1681712935.0129013,45.42396264693087,11.94795907086074
1681712936.012906,45.42395503700077,11.947950840879376
1681712937.01291,45.42396621746077,11.947950395529936
1681712962.9232311,45.42365183278324,11.94781095162158
1681712965.288651,45.42365183278324,11.94781095162158
1681712965.289417,45.42365021236656,11.94780990409036
1681712965.289417,45.42364938087457,11.947801257435723
1681712969.3547149,45.42367123315854,11.947903240094965
1681712975.851523,45.42367737498505,11.947935484306571
1681712982.313727,45.42365986914344,11.948012788203176
1681712988.7865338,45.42365599583947,11.948025423124003
1681712995.266049,45.42366263421748,11.948106761439039
1681713001.7370172,45.42360651583198,11.947931852146917
1681713007.303724,45.42363543494537,11.947995338105066
1681713013.776259,45.4236203832652,11.948000260938622
1681713020.250751,45.42361627852656,11.947889894526838
1681713026.7127318,45.42361954186065,11.947906817154536
1681713033.16518,45.423620837394154,11.947952316541159
1681713038.09762,45.423649883261916,11.948012562215888
1681713044.5536242,45.42362924975571,11.947943444101362
1681713050.996955,45.42363722609875,11.947931011482407
1681713057.442452,45.42365900685479,11.947928704496746
1681713063.9013739,45.423653724973754,11.948055856554415
1681713070.3748078,45.42365240566774,11.94801512264304
